ticker,strike,expiry,optionType,volume,premium,openInterest,bidAskSpread,timestamp,sweepType,sourceFile
PLTR,190,06/17/2027,Call,201,$1.5M,1260,0,"Monday, November 3, 2025 at 2:33 PM",Unusual Call Sweep,options_data_2025-11-03_16-00.csv
PLTR,190,06/17/2027,Call,260,$1.9M,2467,0,"Monday, November 3, 2025 at 2:35 PM",Unusual Call Sweep,options_data_2025-11-03_16-00.csv
PLTR,190,06/17/2027,Call,439,$3.3M,3187,0,"Monday, November 3, 2025 at 2:35 PM",Unusual Call Sweep,options_data_2025-11-03_16-00.csv
UUUU,15,12/19/2025,Put,2970,$415.8K,4132,0,"Monday, November 3, 2025 at 2:39 PM",Put Sweep,options_data_2025-11-03_16-00.csv
PLTR,190,06/17/2027,Call,382,$2.8M,4216,0,"Monday, November 3, 2025 at 2:41 PM",Unusual Call Sweep,options_data_2025-11-03_16-00.csv
NVDA,175,01/16/2026,Call,389,$1.5M,786,0,"Monday, November 3, 2025 at 2:49 PM",Call Sweep,options_data_2025-11-03_16-00.csv
ETN,390,11/21/2025,Call,338,$425.9K,1587,0,"Monday, November 3, 2025 at 2:51 PM",Call Sweep,options_data_2025-11-03_16-00.csv
BE,155,12/19/2025,Call,999,$2.4M,2021,0,"Monday, November 3, 2025 at 2:53 PM",Call Sweep,options_data_2025-11-03_16-00.csv
BE,160,12/19/2025,Call,1002,$2.4M,3581,0,"Monday, November 3, 2025 at 2:54 PM",Unusual Call Sweep,options_data_2025-11-03_16-00.csv
AAPL,260,11/21/2025,Call,1000,$1M,1999,0,"Monday, November 3, 2025 at 3:06 PM",Call Sweep,options_data_2025-11-03_16-00.csv
GRAB,6,02/20/2026,Call,5000,$400K,10362,0,"Monday, November 3, 2025 at 3:13 PM",Call Sweep,options_data_2025-11-03_16-00.csv
NVDA,195,11/28/2025,Call,500,$947.5K,4086,0,"Monday, November 3, 2025 at 3:15 PM",Call Sweep,options_data_2025-11-03_16-00.csv
ASTS,80,12/19/2025,Put,1400,$2.2M,1429,0,"Monday, November 3, 2025 at 3:16 PM",Put Sweep,options_data_2025-11-03_16-00.csv
NVDA,185,02/20/2026,Call,299,$1.1M,1050,0,"Monday, November 3, 2025 at 3:18 PM",Call Sweep,options_data_2025-11-03_16-00.csv
AAPL,267.5,11/14/2025,Call,1000,$440K,3623,0,"Monday, November 3, 2025 at 3:25 PM",Unusual Call Sweep,options_data_2025-11-03_16-00.csv
TSLA,500,11/14/2025,Call,802,$736.5K,14487,0,"Monday, November 3, 2025 at 3:29 PM",Call Sweep,options_data_2025-11-03_16-00.csv
NVDA,185,03/20/2026,Put,898,$1.1M,1151,0,"Monday, November 3, 2025 at 3:31 PM",Put Sweep,options_data_2025-11-03_16-00.csv
TSLA,500,11/14/2025,Call,519,$477.5K,15520,0,"Monday, November 3, 2025 at 3:33 PM",Call Sweep,options_data_2025-11-03_16-00.csv
TSLA,500,11/14/2025,Call,907,$861.6K,16596,0,"Monday, November 3, 2025 at 3:33 PM",Call Sweep,options_data_2025-11-03_16-00.csv
BE,100,12/19/2025,Call,500,$2.7M,544,0,"Monday, November 3, 2025 at 3:39 PM",Call Sweep,options_data_2025-11-03_16-00.csv
RIVN,10,09/18/2026,Call,900,$450.8K,900,0,"Monday, November 3, 2025 at 3:40 PM",Call Sweep,options_data_2025-11-03_16-00.csv
AMD,245,11/14/2025,Call,200,$445K,1470,0,"Monday, November 3, 2025 at 3:42 PM",Call Sweep,options_data_2025-11-03_16-00.csv
TSLA,500,11/14/2025,Call,473,$423.3K,17263,0,"Monday, November 3, 2025 at 3:43 PM",Call Sweep,options_data_2025-11-03_16-00.csv
PLTR,250,08/21/2026,Put,150,$1M,150,0,"Monday, November 3, 2025 at 3:53 PM",Unusual Put Sweep,options_data_2025-11-03_16-00.csv
IBIT,58,11/21/2025,Put,4515,$635.1K,6270,0,"Monday, November 3, 2025 at 4:02 PM",Put Sweep,options_data_2025-11-03_16-00.csv
AMAT,230,11/21/2025,Put,700,$499.1K,763,0,"Monday, November 3, 2025 at 4:02 PM",Put Sweep,options_data_2025-11-03_16-00.csv
NVDA,200,11/14/2025,Put,9626,$3.3M,22548,0,"Monday, November 3, 2025 at 4:04 PM",Highly Unusual Put Sweep,options_data_2025-11-03_16-00.csv
CRWV,120,11/07/2025,Put,2379,$630.4K,4727,0,"Monday, November 3, 2025 at 4:07 PM",Put Sweep,options_data_2025-11-03_16-00.csv
SMH,350,12/19/2025,Put,500,$540K,747,0,"Monday, November 3, 2025 at 4:08 PM",Put Sweep,options_data_2025-11-03_16-00.csv
PLTR,175,06/18/2026,Call,250,$1.5M,267,0,"Monday, November 3, 2025 at 4:10 PM",Call Sweep,options_data_2025-11-03_16-00.csv
NVDA,200,11/07/2025,Call,500,$425K,38982,0,"Monday, November 3, 2025 at 4:14 PM",Call Sweep,options_data_2025-11-03_16-00.csv
NVDA,200,11/07/2025,Call,500,$430K,39483,0,"Monday, November 3, 2025 at 4:14 PM",Call Sweep,options_data_2025-11-03_16-00.csv
PLTR,200,01/16/2026,Call,195,$530.4K,4486,0,"Monday, November 3, 2025 at 4:14 PM",Call Sweep,options_data_2025-11-03_16-00.csv
UUUU,15,12/19/2025,Put,2728,$436.5K,11999,0,"Monday, November 3, 2025 at 4:14 PM",Put Sweep,options_data_2025-11-03_16-00.csv
NVDA,200,11/07/2025,Call,500,$435K,40050,0,"Monday, November 3, 2025 at 4:15 PM",Call Sweep,options_data_2025-11-03_16-00.csv
NVDA,200,11/07/2025,Call,1500,$825K,1650,0,"Tuesday, November 4, 2025 at 9:45 AM",Call Sweep,options_data_2025-11-04_16-00.csv
NVDA,200,11/07/2025,Call,1503,$826.7K,3195,0,"Tuesday, November 4, 2025 at 9:46 AM",Call Sweep,options_data_2025-11-04_16-00.csv
NVDA,200,11/07/2025,Call,1774,$975.6K,4975,0,"Tuesday, November 4, 2025 at 9:46 AM",Call Sweep,options_data_2025-11-04_16-00.csv
MU,220,12/19/2025,Put,206,$413.4K,323,0,"Tuesday, November 4, 2025 at 9:47 AM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,465,11/07/2025,Put,211,$400.9K,766,0,"Tuesday, November 4, 2025 at 9:48 AM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,430,11/07/2025,Put,1005,$432K,1873,0,"Tuesday, November 4, 2025 at 9:48 AM",Put Sweep,options_data_2025-11-04_16-00.csv
PLTR,197.5,11/21/2025,Put,500,$700K,514,0,"Tuesday, November 4, 2025 at 9:48 AM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,450,11/07/2025,Call,542,$684.6K,1776,0,"Tuesday, November 4, 2025 at 9:48 AM",Call Sweep,options_data_2025-11-04_16-00.csv
ANET,170,11/14/2025,Call,2000,$640K,2001,0,"Tuesday, November 4, 2025 at 9:49 AM",Call Sweep,options_data_2025-11-04_16-00.csv
NVDA,190,11/07/2025,Call,2000,$2.5M,2236,0,"Tuesday, November 4, 2025 at 9:50 AM",Call Sweep,options_data_2025-11-04_16-00.csv
NVDA,190,11/07/2025,Call,500,$625K,2738,0,"Tuesday, November 4, 2025 at 9:50 AM",Call Sweep,options_data_2025-11-04_16-00.csv
APP,650,11/14/2025,Call,182,$546K,183,0,"Tuesday, November 4, 2025 at 9:50 AM",Call Sweep,options_data_2025-11-04_16-00.csv
LULU,165,09/18/2026,Call,170,$592.2K,171,0,"Tuesday, November 4, 2025 at 9:51 AM",Call Sweep,options_data_2025-11-04_16-00.csv
PLTR,180,01/16/2026,Put,273,$404K,909,0,"Tuesday, November 4, 2025 at 9:51 AM",Put Sweep,options_data_2025-11-04_16-00.csv
HOOD,128,11/14/2025,Call,849,$1.2M,849,0,"Tuesday, November 4, 2025 at 9:51 AM",Call Sweep,options_data_2025-11-04_16-00.csv
AMD,330,01/16/2026,Call,626,$400.6K,812,0,"Tuesday, November 4, 2025 at 9:52 AM",Call Sweep,options_data_2025-11-04_16-00.csv
TSLA,435,11/07/2025,Put,1484,$950.6K,4368,0,"Tuesday, November 4, 2025 at 9:53 AM",Put Sweep,options_data_2025-11-04_16-00.csv
IBIT,50,02/20/2026,Put,2947,$766.2K,3008,0,"Tuesday, November 4, 2025 at 9:53 AM",Put Sweep,options_data_2025-11-04_16-00.csv
SNDK,210,01/16/2026,Call,150,$421.5K,155,0,"Tuesday, November 4, 2025 at 9:55 AM",Call Sweep,options_data_2025-11-04_16-00.csv
META,640,11/07/2025,Put,798,$1.2M,1502,0,"Tuesday, November 4, 2025 at 9:55 AM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,600,06/18/2026,Call,345,$1.5M,826,0,"Tuesday, November 4, 2025 at 9:57 AM",Call Sweep,options_data_2025-11-04_16-00.csv
GDX,62,12/19/2025,Call,1463,$1.2M,1512,0,"Tuesday, November 4, 2025 at 9:59 AM",Call Sweep,options_data_2025-11-04_16-00.csv
SPOT,625,11/07/2025,Put,365,$627.8K,476,0,"Tuesday, November 4, 2025 at 10:00 AM",Put Sweep,options_data_2025-11-04_16-00.csv
SOFI,30,01/15/2027,Call,450,$429.8K,1568,0,"Tuesday, November 4, 2025 at 10:02 AM",Call Sweep,options_data_2025-11-04_16-00.csv
TSLA,450,11/07/2025,Call,512,$788.5K,11720,0,"Tuesday, November 4, 2025 at 10:07 AM",Call Sweep,options_data_2025-11-04_16-00.csv
AMZN,260,01/16/2026,Call,1528,$1.9M,2351,0,"Tuesday, November 4, 2025 at 10:08 AM",Call Sweep,options_data_2025-11-04_16-00.csv
AMZN,290,02/20/2026,Call,679,$533K,712,0,"Tuesday, November 4, 2025 at 10:08 AM",Call Sweep,options_data_2025-11-04_16-00.csv
SMH,390,02/20/2026,Call,630,$1M,635,0,"Tuesday, November 4, 2025 at 10:09 AM",Call Sweep,options_data_2025-11-04_16-00.csv
GLD,385,01/16/2026,Call,1000,$620K,1175,0,"Tuesday, November 4, 2025 at 10:16 AM",Call Sweep,options_data_2025-11-04_16-00.csv
GLD,385,01/16/2026,Call,896,$546.6K,2218,0,"Tuesday, November 4, 2025 at 10:17 AM",Call Sweep,options_data_2025-11-04_16-00.csv
TSLA,420,11/21/2025,Call,736,$3.4M,1570,0,"Tuesday, November 4, 2025 at 10:17 AM",Call Sweep,options_data_2025-11-04_16-00.csv
NVDA,205,12/19/2025,Call,1843,$2.4M,3695,0,"Tuesday, November 4, 2025 at 10:20 AM",Call Sweep,options_data_2025-11-04_16-00.csv
GLD,355,11/21/2025,Put,1858,$509.1K,7643,0,"Tuesday, November 4, 2025 at 10:20 AM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,940,06/18/2026,Call,500,$687.5K,500,0,"Tuesday, November 4, 2025 at 10:20 AM",Call Sweep,options_data_2025-11-04_16-00.csv
CCJ,95,11/21/2025,Put,2340,$1.1M,2360,0,"Tuesday, November 4, 2025 at 10:21 AM",Put Sweep,options_data_2025-11-04_16-00.csv
GLD,364,11/10/2025,Call,1420,$528.2K,2099,0,"Tuesday, November 4, 2025 at 10:23 AM",Call Sweep,options_data_2025-11-04_16-00.csv
AMZN,260,01/16/2026,Call,1055,$1.3M,3892,0,"Tuesday, November 4, 2025 at 10:23 AM",Call Sweep,options_data_2025-11-04_16-00.csv
AMZN,255,11/07/2025,Put,2596,$936.6K,6496,0,"Tuesday, November 4, 2025 at 10:23 AM",Put Sweep,options_data_2025-11-04_16-00.csv
IREN,65,02/20/2026,Call,1174,$2.5M,1810,0,"Tuesday, November 4, 2025 at 10:29 AM",Call Sweep,options_data_2025-11-04_16-00.csv
SOXL,52,11/07/2025,Put,1000,$600.5K,1091,0,"Tuesday, November 4, 2025 at 10:36 AM",Put Sweep,options_data_2025-11-04_16-00.csv
AMD,280,01/16/2026,Call,500,$932.5K,3341,0,"Tuesday, November 4, 2025 at 10:39 AM",Call Sweep,options_data_2025-11-04_16-00.csv
AMD,280,01/16/2026,Call,483,$915.3K,4849,0,"Tuesday, November 4, 2025 at 10:41 AM",Call Sweep,options_data_2025-11-04_16-00.csv
PLTR,190,11/14/2025,Call,399,$438.9K,5792,0,"Tuesday, November 4, 2025 at 10:42 AM",Call Sweep,options_data_2025-11-04_16-00.csv
AKAM,80,01/15/2027,Put,417,$633.8K,1208,0,"Tuesday, November 4, 2025 at 10:43 AM",Put Sweep,options_data_2025-11-04_16-00.csv
BE,100,12/19/2025,Call,300,$1.4M,302,0,"Tuesday, November 4, 2025 at 10:45 AM",Call Sweep,options_data_2025-11-04_16-00.csv
LLY,950,11/07/2025,Call,502,$472.6K,2068,0,"Tuesday, November 4, 2025 at 10:46 AM",Call Sweep,options_data_2025-11-04_16-00.csv
META,650,11/14/2025,Call,500,$561.9K,1919,0,"Tuesday, November 4, 2025 at 10:52 AM",Call Sweep,options_data_2025-11-04_16-00.csv
MSTR,220,06/18/2026,Put,259,$894.8K,262,0,"Tuesday, November 4, 2025 at 10:52 AM",Put Sweep,options_data_2025-11-04_16-00.csv
BE,130,02/20/2026,Put,169,$576.3K,180,0,"Tuesday, November 4, 2025 at 10:53 AM",Put Sweep,options_data_2025-11-04_16-00.csv
PLTR,200,11/07/2025,Put,695,$592.5K,8637,0,"Tuesday, November 4, 2025 at 10:54 AM",Put Sweep,options_data_2025-11-04_16-00.csv
TSM,340,12/19/2025,Call,910,$432.3K,3236,0,"Tuesday, November 4, 2025 at 10:57 AM",Call Sweep,options_data_2025-11-04_16-00.csv
AMD,245,11/28/2025,Put,591,$667.8K,623,0,"Tuesday, November 4, 2025 at 10:58 AM",Put Sweep,options_data_2025-11-04_16-00.csv
GOOGL,300,03/20/2026,Call,250,$472.5K,895,0,"Tuesday, November 4, 2025 at 10:58 AM",Call Sweep,options_data_2025-11-04_16-00.csv
GOOGL,300,03/20/2026,Call,250,$473.8K,1145,0,"Tuesday, November 4, 2025 at 10:59 AM",Call Sweep,options_data_2025-11-04_16-00.csv
BE,100,11/21/2025,Call,215,$898.7K,1127,0,"Tuesday, November 4, 2025 at 10:59 AM",Call Sweep,options_data_2025-11-04_16-00.csv
AMD,245,11/28/2025,Put,828,$960.5K,1454,0,"Tuesday, November 4, 2025 at 11:05 AM",Unusual Put Sweep,options_data_2025-11-04_16-00.csv
IBIT,65,12/19/2025,Call,5000,$875K,6452,0,"Tuesday, November 4, 2025 at 11:06 AM",Call Sweep,options_data_2025-11-04_16-00.csv
ETHA,25,12/19/2025,Put,2500,$495K,2765,0,"Tuesday, November 4, 2025 at 11:08 AM",Put Sweep,options_data_2025-11-04_16-00.csv
AMD,240,11/07/2025,Put,10091,$3.5M,21197,0,"Tuesday, November 4, 2025 at 11:12 AM",Highly Unusual Put Sweep,options_data_2025-11-04_16-00.csv
LLY,1,02/20/2026,Call,236,$827.5K,244,0,"Tuesday, November 4, 2025 at 11:26 AM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
NVDA,200,11/21/2025,Put,501,$410.8K,3458,0,"Tuesday, November 4, 2025 at 11:26 AM",Put Sweep,options_data_2025-11-04_16-00.csv
TSM,360,04/17/2026,Call,511,$776.7K,523,0,"Tuesday, November 4, 2025 at 11:29 AM",Call Sweep,options_data_2025-11-04_16-00.csv
TSM,360,04/17/2026,Call,1375,$2.1M,3419,0,"Tuesday, November 4, 2025 at 11:34 AM",Call Sweep,options_data_2025-11-04_16-00.csv
JD,38,11/21/2025,Put,1001,$600.6K,1001,0,"Tuesday, November 4, 2025 at 11:34 AM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,450,11/07/2025,Call,489,$621K,21007,0,"Tuesday, November 4, 2025 at 11:35 AM",Call Sweep,options_data_2025-11-04_16-00.csv
CVNA,320,11/14/2025,Put,4743,$6.5M,5389,0,"Tuesday, November 4, 2025 at 11:36 AM",Put Sweep,options_data_2025-11-04_16-00.csv
NBIS,85,12/19/2025,Put,1411,$691.4K,1541,0,"Tuesday, November 4, 2025 at 11:42 AM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,450,11/07/2025,Call,500,$682.7K,23286,0,"Tuesday, November 4, 2025 at 11:50 AM",Call Sweep,options_data_2025-11-04_16-00.csv
GOOG,290,03/20/2026,Call,185,$405.2K,595,0,"Tuesday, November 4, 2025 at 12:02 PM",Call Sweep,options_data_2025-11-04_16-00.csv
PLTR,200,11/07/2025,Put,588,$576.2K,11012,0,"Tuesday, November 4, 2025 at 12:12 PM",Put Sweep,options_data_2025-11-04_16-00.csv
CORZ,23,01/16/2026,Call,1546,$448.3K,1593,0,"Tuesday, November 4, 2025 at 12:18 PM",Call Sweep,options_data_2025-11-04_16-00.csv
META,700,01/16/2026,Call,325,$594.8K,4040,0,"Tuesday, November 4, 2025 at 12:19 PM",Call Sweep,options_data_2025-11-04_16-00.csv
MSTR,230,03/20/2026,Put,400,$1.2M,426,0,"Tuesday, November 4, 2025 at 12:20 PM",Put Sweep,options_data_2025-11-04_16-00.csv
SG,5,01/15/2027,Call,3000,$990K,3023,0,"Tuesday, November 4, 2025 at 12:21 PM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
NVDL,114,11/21/2025,Put,461,$661.5K,461,0,"Tuesday, November 4, 2025 at 12:22 PM",Unusual Put Sweep,options_data_2025-11-04_16-00.csv
SG,5,01/15/2027,Call,1999,$659.7K,5038,0,"Tuesday, November 4, 2025 at 12:28 PM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
IREN,80,03/20/2026,Put,254,$712.5K,260,0,"Tuesday, November 4, 2025 at 12:29 PM",Unusual Put Sweep,options_data_2025-11-04_16-00.csv
ASTS,75,11/21/2025,Call,1000,$635K,1267,0,"Tuesday, November 4, 2025 at 12:43 PM",Call Sweep,options_data_2025-11-04_16-00.csv
ASTS,75,11/21/2025,Call,1000,$650K,2267,0,"Tuesday, November 4, 2025 at 12:45 PM",Call Sweep,options_data_2025-11-04_16-00.csv
CMCSA,27.5,12/19/2025,Call,3300,$445.5K,4205,0,"Tuesday, November 4, 2025 at 12:50 PM",Call Sweep,options_data_2025-11-04_16-00.csv
CRWV,115,11/21/2025,Put,395,$405.1K,493,0,"Tuesday, November 4, 2025 at 12:50 PM",Put Sweep,options_data_2025-11-04_16-00.csv
ASML,1,12/19/2025,Call,193,$685.2K,771,0,"Tuesday, November 4, 2025 at 12:52 PM",Call Sweep,options_data_2025-11-04_16-00.csv
SLV,43,11/10/2025,Put,8386,$469.6K,8480,0,"Tuesday, November 4, 2025 at 1:05 PM",Unusual Put Sweep,options_data_2025-11-04_16-00.csv
CHTR,240,01/21/2028,Call,167,$1M,168,0,"Tuesday, November 4, 2025 at 1:17 PM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
HTZ,7.5,01/16/2026,Call,3777,$415.5K,8018,0,"Tuesday, November 4, 2025 at 1:39 PM",Call Sweep,options_data_2025-11-04_16-00.csv
TSLA,490,11/14/2025,Call,849,$433K,4672,0,"Tuesday, November 4, 2025 at 1:41 PM",Call Sweep,options_data_2025-11-04_16-00.csv
BMNR,42,02/20/2026,Put,500,$515.1K,551,0,"Tuesday, November 4, 2025 at 1:49 PM",Put Sweep,options_data_2025-11-04_16-00.csv
GLD,375,01/16/2026,Call,560,$481.6K,1059,0,"Tuesday, November 4, 2025 at 1:49 PM",Call Sweep,options_data_2025-11-04_16-00.csv
GLD,375,01/16/2026,Call,574,$493.7K,1633,0,"Tuesday, November 4, 2025 at 1:49 PM",Call Sweep,options_data_2025-11-04_16-00.csv
IONQ,44,01/16/2026,Call,1100,$1.6M,1100,0,"Tuesday, November 4, 2025 at 1:52 PM",Call Sweep,options_data_2025-11-04_16-00.csv
BA,190,12/18/2026,Call,150,$576.8K,154,0,"Tuesday, November 4, 2025 at 2:14 PM",Call Sweep,options_data_2025-11-04_16-00.csv
TSLA,375,12/19/2025,Put,820,$651.9K,1024,0,"Tuesday, November 4, 2025 at 2:39 PM",Put Sweep,options_data_2025-11-04_16-00.csv
MSFT,480,06/18/2026,Put,200,$489K,201,0,"Tuesday, November 4, 2025 at 2:46 PM",Put Sweep,options_data_2025-11-04_16-00.csv
COIN,300,01/16/2026,Call,500,$2.1M,605,0,"Tuesday, November 4, 2025 at 2:47 PM",Call Sweep,options_data_2025-11-04_16-00.csv
CRCL,120,11/21/2025,Put,511,$920.6K,1955,0,"Tuesday, November 4, 2025 at 2:48 PM",Put Sweep,options_data_2025-11-04_16-00.csv
ORCL,220,01/16/2026,Put,393,$418.9K,1035,0,"Tuesday, November 4, 2025 at 2:51 PM",Put Sweep,options_data_2025-11-04_16-00.csv
AMZN,250,11/21/2025,Put,1006,$704.2K,6391,0,"Tuesday, November 4, 2025 at 2:52 PM",Put Sweep,options_data_2025-11-04_16-00.csv
GH,100,11/21/2025,Call,868,$487.4K,879,0,"Tuesday, November 4, 2025 at 2:53 PM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
CRCL,120,11/21/2025,Put,350,$630K,2659,0,"Tuesday, November 4, 2025 at 2:58 PM",Put Sweep,options_data_2025-11-04_16-00.csv
LAC,7.5,11/21/2025,Put,1496,$441.3K,1816,0,"Tuesday, November 4, 2025 at 3:00 PM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,450,11/07/2025,Call,520,$509.6K,51024,0,"Tuesday, November 4, 2025 at 3:08 PM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
CHWY,34,11/21/2025,Call,3670,$400K,4065,0,"Tuesday, November 4, 2025 at 3:09 PM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
TSLA,455,11/07/2025,Call,1003,$851.6K,45651,0,"Tuesday, November 4, 2025 at 3:19 PM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
AMD,250,11/21/2025,Put,300,$420K,2173,0,"Tuesday, November 4, 2025 at 3:24 PM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,430,11/21/2025,Put,287,$411.7K,3465,0,"Tuesday, November 4, 2025 at 3:27 PM",Put Sweep,options_data_2025-11-04_16-00.csv
PLTR,200,01/21/2028,Call,150,$1M,326,0,"Tuesday, November 4, 2025 at 3:29 PM",Call Sweep,options_data_2025-11-04_16-00.csv
ETHA,28,01/16/2026,Put,832,$461.8K,1081,0,"Tuesday, November 4, 2025 at 3:29 PM",Put Sweep,options_data_2025-11-04_16-00.csv
SBET,14,01/16/2026,Put,1338,$434.9K,1774,0,"Tuesday, November 4, 2025 at 3:35 PM",Put Sweep,options_data_2025-11-04_16-00.csv
ETHA,28,01/16/2026,Put,1281,$749.4K,5224,0,"Tuesday, November 4, 2025 at 3:39 PM",Put Sweep,options_data_2025-11-04_16-00.csv
ETHA,28,01/16/2026,Put,781,$453K,6493,0,"Tuesday, November 4, 2025 at 3:42 PM",Put Sweep,options_data_2025-11-04_16-00.csv
GOOGL,260,12/19/2025,Call,500,$1.2M,2555,0,"Tuesday, November 4, 2025 at 3:42 PM",Call Sweep,options_data_2025-11-04_16-00.csv
SGHC,10,04/17/2026,Call,1500,$465K,1702,0,"Tuesday, November 4, 2025 at 3:43 PM",Call Sweep,options_data_2025-11-04_16-00.csv
BABA,150,03/20/2026,Call,214,$560.8K,254,0,"Tuesday, November 4, 2025 at 3:47 PM",Call Sweep,options_data_2025-11-04_16-00.csv
INTC,25,01/15/2027,Call,1023,$1.6M,1179,0,"Tuesday, November 4, 2025 at 3:47 PM",Call Sweep,options_data_2025-11-04_16-00.csv
SBET,14,01/16/2026,Put,1221,$421.2K,8893,0,"Tuesday, November 4, 2025 at 3:48 PM",Put Sweep,options_data_2025-11-04_16-00.csv
ETHA,28,01/16/2026,Put,1142,$668.1K,9776,0,"Tuesday, November 4, 2025 at 3:49 PM",Put Sweep,options_data_2025-11-04_16-00.csv
SBET,14,01/16/2026,Put,1338,$468.3K,10303,0,"Tuesday, November 4, 2025 at 3:50 PM",Put Sweep,options_data_2025-11-04_16-00.csv
NVDA,190,12/05/2025,Call,400,$686K,1220,0,"Tuesday, November 4, 2025 at 3:52 PM",Call Sweep,options_data_2025-11-04_16-00.csv
ETHA,28,01/16/2026,Put,1292,$749.4K,11068,0,"Tuesday, November 4, 2025 at 3:52 PM",Put Sweep,options_data_2025-11-04_16-00.csv
WULF,13,01/16/2026,Call,1480,$569.8K,2546,0,"Tuesday, November 4, 2025 at 3:57 PM",Call Sweep,options_data_2025-11-04_16-00.csv
ETHA,28,01/16/2026,Put,1309,$733K,13644,0,"Tuesday, November 4, 2025 at 3:58 PM",Put Sweep,options_data_2025-11-04_16-00.csv
SBET,14,01/16/2026,Put,1262,$435.4K,16475,0,"Tuesday, November 4, 2025 at 3:59 PM",Put Sweep,options_data_2025-11-04_16-00.csv
ETHA,28,01/16/2026,Put,1173,$662.7K,15065,0,"Tuesday, November 4, 2025 at 4:03 PM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,450,11/07/2025,Call,400,$452K,57273,0,"Tuesday, November 4, 2025 at 4:03 PM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
SBET,14,01/16/2026,Put,1443,$505.1K,18047,0,"Tuesday, November 4, 2025 at 4:03 PM",Put Sweep,options_data_2025-11-04_16-00.csv
SBET,14,01/16/2026,Put,1326,$464.1K,19785,0,"Tuesday, November 4, 2025 at 4:05 PM",Put Sweep,options_data_2025-11-04_16-00.csv
AMD,220,11/21/2025,Put,2000,$810K,6066,0,"Tuesday, November 4, 2025 at 4:07 PM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,455,11/14/2025,Call,1003,$1.5M,7950,0,"Tuesday, November 4, 2025 at 4:07 PM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
AMD,220,11/21/2025,Put,998,$414.2K,7111,0,"Tuesday, November 4, 2025 at 4:07 PM",Put Sweep,options_data_2025-11-04_16-00.csv
AMD,220,11/21/2025,Put,998,$414.2K,9115,0,"Tuesday, November 4, 2025 at 4:08 PM",Put Sweep,options_data_2025-11-04_16-00.csv
AMD,220,11/21/2025,Put,1500,$634.4K,10616,0,"Tuesday, November 4, 2025 at 4:08 PM",Put Sweep,options_data_2025-11-04_16-00.csv
AMD,242.5,11/14/2025,Put,511,$453.4K,2133,0,"Tuesday, November 4, 2025 at 4:09 PM",Unusual Put Sweep,options_data_2025-11-04_16-00.csv
INTC,35,12/19/2025,Put,4000,$724K,10954,0,"Tuesday, November 4, 2025 at 4:12 PM",Put Sweep,options_data_2025-11-04_16-00.csv
TSLA,450,11/14/2025,Call,1001,$1.6M,22328,0,"Tuesday, November 4, 2025 at 4:14 PM",Unusual Call Sweep,options_data_2025-11-04_16-00.csv
NVDA,200,06/18/2026,Call,300,$915K,1583,0,"Tuesday, November 4, 2025 at 4:15 PM",Call Sweep,options_data_2025-11-04_16-00.csv
AMD,450,01/21/2028,Call,200,$867K,200,0,"Wednesday, November 5, 2025 at 9:45 AM",Call Sweep,options_data_2025-11-05_14-00.csv
META,700,01/16/2026,Call,3006,$5.4M,3066,0,"Wednesday, November 5, 2025 at 9:45 AM",Call Sweep,options_data_2025-11-05_14-00.csv
META,700,01/16/2026,Call,2002,$3.6M,5082,0,"Wednesday, November 5, 2025 at 9:46 AM",Call Sweep,options_data_2025-11-05_14-00.csv
TSLA,460,11/07/2025,Call,518,$419.6K,2599,0,"Wednesday, November 5, 2025 at 9:46 AM",Call Sweep,options_data_2025-11-05_14-00.csv
TSLA,450,11/07/2025,Put,573,$647K,2008,0,"Wednesday, November 5, 2025 at 9:48 AM",Put Sweep,options_data_2025-11-05_14-00.csv
QCOM,160,06/17/2027,Put,200,$444K,200,0,"Wednesday, November 5, 2025 at 9:52 AM",Put Sweep,options_data_2025-11-05_14-00.csv
IREN,71,11/14/2025,Call,983,$599.6K,984,0,"Wednesday, November 5, 2025 at 9:52 AM",Unusual Call Sweep,options_data_2025-11-05_14-00.csv
